Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,issn,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,identifierKeywords,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
"S&P 500 bounces as stocks' bull-market cycle seen potentially speeding up in 2025; 'It's hard to see the market correcting between now and year-end,' says Morgan Stanley's Andrew Slimmon",3130608190,Newspapers,"Idzelis, Christine",," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 20, 2024",, English, English, South Brunswick,"Nov 20, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-bounces-as-stocks-bull-market-cycle/docview/3130608190/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , PSYCHOLOGY , ECONOMICS , Investments , Investors , FINANCE , FINANCE , ECONOMICS , ECONOMICS , ECONOMICS , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+bounces+as+stocks%27+bull-market+cycle+seen+potentially+speeding+up+in+2025%3B+%27It%27s+hard+to+see+the+market+correcting+between+now+and+year-end%2C%27+says+Morgan+Stanley%27s+Andrew+Slimmon&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+bounces+as+stocks%27+bull-market+cycle+seen+potentially+speeding+up+in+2025%3B+%27It%27s+hard+to+see+the+market+correcting+between+now+and+year-end%2C%27+says+Morgan+Stanley%27s+Andrew+Slimmon&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"Palantir, The Newest S&P 500 Stock, Is Leaving Nvidia In The Dust. But It's Not No. 1.",3130600125,Newspapers,"Carson, Ed"," Palantir Technologies , GE Vernova , NVidia Corp"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 20, 2024",, English, English, Los Angeles,"Nov 20, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/palantir-newest-s-amp-p-500-stock-is-leaving/docview/3130600125/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , SUSTAINABILITY , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"3 reasons the S&P 500 will soar 14% through 2025, BMO says",3130263307,Newspapers,"De Mott, Filip",," Copyright Insider, Inc. 2024", News," Nov 19, 2024",, English, English, New York,"Nov 19, 2024",Business Insider,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/3-reasons-s-amp-p-500-will-soar-14-through-2025/docview/3130263307/se-2?accountid=14762," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," mi-exclusive , stock-market , stock-market-outlook , sp500 , earnings-growth , bull-market , interest-rates"," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges",," 92113 Public Finance Activities , 52111 Monetary Authorities-Central Bank , 52321 Securities and Commodity Exchanges"," FINANCE , ECONOMICS , ECONOMICS , FINANCE , Belski, Brian"," mi-exclusive , stock-market , stock-market-outlook , sp500 , earnings-growth , bull-market , interest-rates",https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=3+reasons+the+S%26amp%3BP+500+will+soar+14%25+through+2025%2C+BMO+says&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=3+reasons+the+S%26amp%3BP+500+will+soar+14%25+through+2025%2C+BMO+says&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=De+Mott,ABI/INFORM Collection
"Palantir, The Newest S&P 500 Stock, Is Leaving Nvidia In The Dust. But It's Not No. 1.",3130188736,Newspapers,"Carson, Ed"," Palantir Technologies , NVidia Corp , GE Vernova"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 19, 2024",, English, English, Los Angeles,"Nov 19, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/palantir-newest-s-amp-p-500-stock-is-leaving/docview/3130188736/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
Incyte Is the S&P 500's Worst Performer Today. What's Hitting the Stock.,3130161100,Newspapers,"Dattilo, Emily",," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 19, 2024",, English, English, New York,"Nov 19, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/incyte-is-s-amp-p-500s-worst-performer-today/docview/3130161100/se-2?accountid=14762,,,,,,,,,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Incyte+Is+the+S%26amp%3BP+500%27s+Worst+Performer+Today.+What%27s+Hitting+the+Stock.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Incyte+Is+the+S%26amp%3BP+500%27s+Worst+Performer+Today.+What%27s+Hitting+the+Stock.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Dattilo,"ABI/INFORM Collection, Research Library"
"Goldman channels 'Art of the Deal' as it targets 6,500 for S&P 500 next year; Goldman Sachs says mid-cap stocks offer same earnings growth at cheaper prices",3129948636,Newspapers,"Goldstein, Steve"," Goldman Sachs Group Inc , Morgan Stanley"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 19, 2024",, English, English, South Brunswick,"Nov 19, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/goldman-channels-art-deal-as-targets-6-500-s-amp/docview/3129948636/se-2?accountid=14762,,,,,,," Software , ECONOMICS , ECONOMICS , SUSTAINABILITY , FINANCE , ECONOMICS , FINANCE , Trump, Donald J , Russia , United States--US , United Kingdom--UK",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Goldman+channels+%27Art+of+the+Deal%27+as+it+targets+6%2C500+for+S%26amp%3BP+500+next+year%3B+Goldman+Sachs+says+mid-cap+stocks+offer+same+earnings+growth+at+cheaper+prices&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Goldman+channels+%27Art+of+the+Deal%27+as+it+targets+6%2C500+for+S%26amp%3BP+500+next+year%3B+Goldman+Sachs+says+mid-cap+stocks+offer+same+earnings+growth+at+cheaper+prices&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Goldstein,ABI/INFORM Collection
Morgan Stanley's Mike Wilson Turns Bull. He Sees a 10% Gain for the S&P 500.,3129780167,Newspapers,"Salisbury, Ian", Morgan Stanley," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 18, 2024",, English, English, New York,"Nov 18, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/morgan-stanleys-mike-wilson-turns-bull-he-sees-10/docview/3129780167/se-2?accountid=14762,,,,,,," ACCTAX , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Morgan+Stanley%27s+Mike+Wilson+Turns+Bull.+He+Sees+a+10%25+Gain+for+the+S%26amp%3BP+500.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Morgan+Stanley%27s+Mike+Wilson+Turns+Bull.+He+Sees+a+10%25+Gain+for+the+S%26amp%3BP+500.&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Salisbury,"ABI/INFORM Collection, Research Library"
"Nvidia's earnings could determine the stock market's near-term direction: BofA; The chip maker's earnings could pose a greater risk to the S&P 500 than the jobs report, CPI or the Fed meeting",3129735997,Newspapers,"Wang, Isabel", NVidia Corp," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 18, 2024",, English, English, South Brunswick,"Nov 18, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidias-earnings-could-determine-stock-markets/docview/3129735997/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , FINANCE , FINANCE , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Nvidia%27s+earnings+could+determine+the+stock+market%27s+near-term+direction%3A+BofA%3B+The+chip+maker%27s+earnings+could+pose+a+greater+risk+to+the+S%26amp%3BP+500+than+the+jobs+report%2C+CPI+or+the+Fed+meeting&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia%27s+earnings+could+determine+the+stock+market%27s+near-term+direction%3A+BofA%3B+The+chip+maker%27s+earnings+could+pose+a+greater+risk+to+the+S%26amp%3BP+500+than+the+jobs+report%2C+CPI+or+the+Fed+meeting&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Wang,ABI/INFORM Collection
"S&P 500 Leader, IBD Stock Of The Day, Breaks Out To Record Highs",3129735993,Newspapers,"Miller, Harrison",," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 18, 2024",, English, English, Los Angeles,"Nov 18, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-leader-ibd-stock-day-breaks-out/docview/3129735993/se-2?accountid=14762,,,,,,," FINANCE , OPERATIONS , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY , Texas , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=S%26amp%3BP+500+Leader%2C+IBD+Stock+Of+The+Day%2C+Breaks+Out+To+Record+Highs&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=S%26amp%3BP+500+Leader%2C+IBD+Stock+Of+The+Day%2C+Breaks+Out+To+Record+Highs&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Miller,ABI/INFORM Collection
"Stock market 'finally paying more attention to tariffs' as a potential headwind; Among policy issues, tariffs have come up the most in S&P 500 company earnings calls since Trump won the U.S. election, RBC finds",3129627350,Newspapers,"Idzelis, Christine"," RBC Capital Markets , Department of Health & Human Services"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 18, 2024",, English, English, South Brunswick,"Nov 18, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/stock-market-finally-paying-more-attention/docview/3129627350/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," Dow Jones averages , FINANCE , Investments , FINANCE , Investors , FINANCE , ECONOMICS , China , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Stock+market+%27finally+paying+more+attention+to+tariffs%27+as+a+potential+headwind%3B+Among+policy+issues%2C+tariffs+have+come+up+the+most+in+S%26amp%3BP+500+company+earnings+calls+since+Trump+won+the+U.S.+election%2C+RBC+finds&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Stock+market+%27finally+paying+more+attention+to+tariffs%27+as+a+potential+headwind%3B+Among+policy+issues%2C+tariffs+have+come+up+the+most+in+S%26amp%3BP+500+company+earnings+calls+since+Trump+won+the+U.S.+election%2C+RBC+finds&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Idzelis,ABI/INFORM Collection
"Palantir, The Newest S&P 500 Stock, Is Leaving Nvidia In The Dust. But It's Not No. 1.",3129513401,Newspapers,"Carson, Ed"," Palantir Technologies , NVidia Corp , GE Vernova"," © 2024. Investor’s Business Daily, LLC All rights reserved", News," Nov 18, 2024",, English, English, Los Angeles,"Nov 18, 2024",Investor's Business Daily (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/palantir-newest-s-amp-p-500-stock-is-leaving/docview/3129513401/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , FINANCE , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Palantir%2C+The+Newest+S%26amp%3BP+500+Stock%2C+Is+Leaving+Nvidia+In+The+Dust.+But+It%27s+Not+No.+1.&amp;spage=&amp;sid=ProQ%3Aabitrade&amp;author=Carson,ABI/INFORM Collection
"Morgan Stanley finally turns bullish on U.S. stocks as it says the S&P 500 could jump as high as 7,400; Wall Street firm expect the recent broadening in earnings growth to continue in 2025",3129472308,Newspapers,"Goldstein, Steve"," Organization of Petroleum Exporting Countries--OPEC , Morgan Stanley"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 18, 2024",, English, English, South Brunswick,"Nov 18, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/morgan-stanley-finally-turns-bullish-on-u-s/docview/3129472308/se-2?accountid=14762,,,,,,," Investments , ECONOMICS , Investors , SUSTAINABILITY , United States--US",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Morgan+Stanley+finally+turns+bullish+on+U.S.+stocks+as+it+says+the+S%26amp%3BP+500+could+jump+as+high+as+7%2C400%3B+Wall+Street+firm+expect+the+recent+broadening+in+earnings+growth+to+continue+in+2025&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Morgan+Stanley+finally+turns+bullish+on+U.S.+stocks+as+it+says+the+S%26amp%3BP+500+could+jump+as+high+as+7%2C400%3B+Wall+Street+firm+expect+the+recent+broadening+in+earnings+growth+to+continue+in+2025&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Goldstein,ABI/INFORM Collection
"Nvidia tops list of favored S&P 500 stocks on expected sales growth through 2026; Other expected highfliers include KKR, AMD, Microsoft and Live Nation",3128956489,Newspapers,Philip van Doorn," Uber Technologies Inc , Targa Resources Corp , Axon Enterprise Inc , Synopsys Inc , Micron Technology Inc , Crowdstrike , Service-now.com Inc , Kohlberg Kravis Roberts & Co LP , Advanced Micro Devices Inc , Microsoft Corp , Live Nation Entertainment Inc , Coterra Energy Inc , Broadcom Inc , MasterCard Inc , NVidia Corp"," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 16, 2024",, English, English, South Brunswick,"Nov 16, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/nvidia-tops-list-favored-s-amp-p-500-stocks-on/docview/3128956489/se-2?accountid=14762,,,,,,," FINANCE , SUSTAINABILITY , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=Nvidia+tops+list+of+favored+S%26amp%3BP+500+stocks+on+expected+sales+growth+through+2026%3B+Other+expected+highfliers+include+KKR%2C+AMD%2C+Microsoft+and+Live+Nation&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=Nvidia+tops+list+of+favored+S%26amp%3BP+500+stocks+on+expected+sales+growth+through+2026%3B+Other+expected+highfliers+include+KKR%2C+AMD%2C+Microsoft+and+Live+Nation&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=Philip+van+Doorn,ABI/INFORM Collection
"The S&P 500 has come to a major postelection crossroads; All-time highs were made, but not with the broad market participation you want to see",3128947673,Newspapers,"McMillan, Lawrence G", New York Stock Exchange--NYSE," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 16, 2024",, English, English, South Brunswick,"Nov 16, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-has-come-major-postelection/docview/3128947673/se-2?accountid=14762,,,,,,," SUSTAINABILITY , Futures , Investments , Advisors , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+has+come+to+a+major+postelection+crossroads%3B+All-time+highs+were+made%2C+but+not+with+the+broad+market+participation+you+want+to+see&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+has+come+to+a+major+postelection+crossroads%3B+All-time+highs+were+made%2C+but+not+with+the+broad+market+participation+you+want+to+see&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=McMillan,ABI/INFORM Collection
How Techs Tanked the S&P 500 Dividend Yields,3128851377,Newspapers,"Bary, Andrew"," NVidia Corp , Walmart Inc"," Copyright 2024 Dow Jones & Company, Inc. All Rights Reserved.", News," Nov 16, 2024",, English, English, New York,"Nov 16, 2024",Barron's (Online),2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/how-techs-tanked-s-amp-p-500-dividend-yields/docview/3128851377/se-2?accountid=14762, 52321 Securities and Commodity Exchanges, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges,, 52321 Securities and Commodity Exchanges," FINANCE , FINANCE , ECONOMICS , FINANCE",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=How+Techs+Tanked+the+S%26amp%3BP+500+Dividend+Yields&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=How+Techs+Tanked+the+S%26amp%3BP+500+Dividend+Yields&amp;spage=&amp;sid=ProQ%3Aabiglobal&amp;author=Bary,"ABI/INFORM Collection, Research Library"
"The S&P 500 has come to a major postelection crossroads; All-time highs were made, but not with the broad market participation you want to see",3128823923,Newspapers,"McMillan, Lawrence G", New York Stock Exchange--NYSE," Copyright 2024 MarketWatch, Inc.  All Rights Reserved.", News," Nov 15, 2024",, English, English, South Brunswick,"Nov 15, 2024",MarketWatch,2024,https://esearch.ut.edu/login?url=https://www.proquest.com/newspapers/s-amp-p-500-has-come-major-postelection/docview/3128823923/se-2?accountid=14762,,,,,,," SUSTAINABILITY , Futures , Investments , Advisors , FINANCE , SUSTAINABILITY , SUSTAINABILITY",,https://ut.primo.exlibrisgroup.com/openurl/01UTAMPA_INST/01UTAMPA_INST:SpartanSearch?genre=article&amp;issn=&amp;title=The+S%26amp%3BP+500+has+come+to+a+major+postelection+crossroads%3B+All-time+highs+were+made%2C+but+not+with+the+broad+market+participation+you+want+to+see&amp;volume=&amp;issue=&amp;date=2024&amp;atitle=The+S%26amp%3BP+500+has+come+to+a+major+postelection+crossroads%3B+All-time+highs+were+made%2C+but+not+with+the+broad+market+participation+you+want+to+see&amp;spage=&amp;sid=ProQ%3Aabidateline&amp;author=McMillan,ABI/INFORM Collection
